Account_Length,Area_Code,Phone_Number,International_Plan,Voice_Mail_Plan,Voice_Mail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Evening_Minutes,Total_Evening_Calls,Total_Evening_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_International_Minutes,Total_International_Calls,Total_International_Charge,Customer_Service_Calls,Churn,Total_Minutes,Total_Calls,Total_Charges,Avg_Call_Duration,Customer_Service_Category
92,415,3619845,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,False,697.7,290,73.06,2.4058620689655172,Low
185,510,3665699,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,False,625.4000000000001,388,60.10000000000001,1.611855670103093,Low
148,415,3299364,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,False,717.4,323,69.71000000000001,2.221052631578947,Low
94,408,3907434,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,False,482.1,317,53.58,1.520820189274448,Low
32,510,4049680,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,578.6,232,63.81,2.4939655172413793,Low
68,408,3389398,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,571.2,291,67.25,1.9628865979381445,Low
64,408,3942445,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,527.0999999999999,280,55.650000000000006,1.8824999999999996,Low
25,415,3812709,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,610.2,278,53.20000000000001,2.1949640287769787,Low
65,415,3975060,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,492.20000000000005,332,47.09,1.482530120481928,Low
179,408,4152393,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,619.4000000000001,326,62.61999999999999,1.9000000000000004,Low
94,415,3771765,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,603.6,342,68.0,1.7649122807017545,Low
62,415,4092111,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,544.9,316,53.26,1.7243670886075948,Low
127,415,4013170,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,638.2,305,65.75,2.092459016393443,Low
116,408,4055681,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,591.8,291,59.73,2.033676975945017,Low
70,408,4114582,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,725.5999999999999,346,73.36,2.097109826589595,Low
94,510,3555009,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,703.3,369,67.00999999999999,1.9059620596205962,Low
126,415,3723750,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,345.6,304,31.05,1.1368421052631579,High
67,408,4052888,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,533.0999999999999,320,50.169999999999995,1.6659374999999996,Low
19,408,3613337,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,669.0,289,66.83,2.314878892733564,Low
170,510,3501639,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,647.6999999999999,314,73.32999999999998,2.0627388535031845,Low
73,415,3333221,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,734.8,385,73.02,1.9085714285714284,Low
106,408,4221471,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,431.7,320,44.13,1.3490625,Low
93,415,3997865,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,589.1999999999999,303,72.09,1.9445544554455443,Low
164,510,3734819,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,519.9,352,52.02,1.4769886363636362,Low
51,408,3386981,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,660.1,314,68.3,2.1022292993630574,Low
107,415,4184365,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,435.4,298,45.54,1.4610738255033557,Low
130,415,3595461,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,515.1,284,51.06,1.8137323943661972,Low
80,408,3753586,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,622.0,274,64.01,2.27007299270073,Low
94,415,4078376,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,504.09999999999997,339,51.019999999999996,1.4870206489675515,Low
118,408,4086496,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,584.7,255,71.30999999999999,2.2929411764705883,Low
117,415,3857688,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,562.4000000000001,270,58.690000000000005,2.0829629629629633,Low
78,415,3326934,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,603.0999999999999,368,55.33,1.6388586956521736,Low
208,510,3783625,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,695.2,288,81.57,2.413888888888889,Low
131,510,3537292,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,761.7,332,81.97999999999999,2.294277108433735,Low
63,408,3996786,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,518.7,262,43.730000000000004,1.9797709923664124,Low
53,415,3583261,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,629.2,383,58.3,1.6428198433420367,Low
62,408,3779932,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,766.7,326,72.94,2.3518404907975463,Low
97,415,3974030,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,648.9,298,65.25,2.17751677852349,Low
105,510,3671062,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,543.0,246,50.68,2.207317073170732,Low
157,415,3418467,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,617.6999999999999,282,59.3,2.1904255319148933,Low
66,415,3399453,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,519.0,272,47.81,1.9080882352941178,Low
122,415,3443388,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,521.2,262,60.370000000000005,1.9893129770992368,Low
38,415,3758013,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,615.2,284,61.89,2.1661971830985918,Low
106,510,4084142,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,638.1,294,64.25999999999999,2.1704081632653063,Low
99,510,3863671,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,705.8,297,72.33,2.376430976430976,Low
99,415,4112284,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,596.5,289,65.82000000000001,2.06401384083045,Low
144,510,3467795,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,657.3,308,67.60000000000001,2.134090909090909,Low
82,415,3335609,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,532.8,308,55.559999999999995,1.7298701298701298,Low
86,408,4051842,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,539.7,384,52.49999999999999,1.40546875,Low
70,510,3666345,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,545.6,310,65.97,1.76,Low
93,415,3379345,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,594.5999999999999,328,58.9,1.8128048780487802,Low
93,415,3286770,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,521.2,288,52.279999999999994,1.8097222222222225,Low
120,415,3807321,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,674.3,260,62.87,2.5934615384615385,Low
136,415,3751476,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,681.3,355,75.54,1.9191549295774646,Low
106,415,3561567,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,528.9000000000001,338,57.68,1.5647928994082843,Low
81,415,4226685,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,560.5999999999999,319,57.019999999999996,1.7573667711598744,Low
127,408,3361090,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,595.6,291,56.81999999999999,2.0467353951890037,Low
65,415,3432095,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,633.5999999999999,314,57.44,2.017834394904458,Low
35,408,3453934,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,574.7,345,56.209999999999994,1.6657971014492754,Low
88,408,3388050,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,483.4,287,39.77,1.6843205574912892,Low
65,415,3889568,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,700.6999999999999,332,68.19,2.110542168674699,Low
123,415,4026591,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,680.8,301,68.02,2.2617940199335544,Low
126,408,4036419,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,461.9,303,53.8,1.5244224422442243,Low
104,415,3869790,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,650.9,333,76.12,1.9546546546546546,Low
45,415,3785692,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,685.0,287,70.60000000000001,2.3867595818815333,Low
93,408,3603324,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,669.5,285,76.66999999999999,2.349122807017544,Low
63,415,4103719,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,698.9,319,70.45,2.190909090909091,Low
100,415,3524221,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,614.5,346,64.77000000000001,1.7760115606936415,Low
53,415,3276179,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,554.3,299,57.309999999999995,1.8538461538461537,Low
92,415,3596196,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,655.5999999999999,367,62.78,1.7863760217983649,Low
139,510,3749107,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,549.5,331,52.27,1.6601208459214503,High
110,408,3574078,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,565.3,338,57.54,1.6724852071005916,Low
110,408,3665780,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,477.3,323,41.04,1.4777089783281734,Low
215,510,3939619,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,441.79999999999995,358,37.58,1.2340782122905027,Low
73,415,3559295,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,509.99999999999994,295,55.83,1.7288135593220337,Low
138,510,4005751,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,516.7,298,57.209999999999994,1.7338926174496645,Low
137,415,3381027,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,504.6,280,47.73,1.8021428571428573,Low
36,415,4058867,no,no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,False,720.0,333,73.26,2.1621621621621623,Low
85,408,3365616,no,no,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,False,603.3,256,63.95,2.356640625,Low
108,408,3351697,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,True,830.5999999999999,237,75.02000000000001,3.50464135021097,Low
22,408,3315138,no,no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,False,488.6,301,44.57,1.6232558139534885,Low
107,415,3858240,no,yes,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,False,435.1,291,33.67,1.4951890034364261,Low
51,510,3481359,no,no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,False,658.0999999999999,223,64.74000000000001,2.9511210762331834,Low
94,408,3547339,no,no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,639.3000000000001,282,61.66,2.2670212765957447,Low
119,510,3491687,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,672.2,367,63.28,1.831607629427793,Low
33,415,3802558,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,True,568.4,269,53.09,2.1130111524163566,Low
106,415,3652153,no,no,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,False,586.0999999999999,350,62.480000000000004,1.6745714285714284,Low
82,408,3456043,no,no,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,False,621.4,289,65.21,2.1501730103806227,Low
86,510,3492808,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,595.4,296,53.010000000000005,2.0114864864864863,Low
97,415,4111715,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,False,605.9,283,58.599999999999994,2.1409893992932862,Low
106,408,3852488,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,569.6,313,58.199999999999996,1.8198083067092652,Low
108,510,3777177,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,False,552.3,334,51.28,1.6535928143712573,Low
114,415,3421099,no,no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,False,542.5,307,48.260000000000005,1.767100977198697,Low
92,408,3864170,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,475.29999999999995,319,38.78,1.4899686520376174,Low
59,510,4131269,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,False,568.6,286,56.349999999999994,1.9881118881118882,Low
24,510,3964460,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,False,612.1,279,58.03,2.1939068100358425,Low
151,408,3342730,no,no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,False,516.9,262,49.269999999999996,1.9729007633587785,Low
117,415,3403182,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,False,551.3,310,53.76,1.7783870967741935,Low
78,510,3778608,no,no,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,643.0,320,61.64,2.009375,Low
155,408,4173676,no,no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,611.8,259,69.98,2.362162162162162,Low
114,510,4176774,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,False,769.2,259,73.35,2.9698841698841703,Low
114,510,4119554,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,False,659.6,320,67.53,2.0612500000000002,Low
119,408,4203192,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,False,586.2,271,53.53,2.16309963099631,Low
64,510,3891475,no,yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,382.5,298,35.480000000000004,1.2835570469798658,Low
118,408,3437734,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,False,530.0999999999999,321,53.1,1.6514018691588783,Low
101,415,4103390,no,no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,False,696.0,325,69.42999999999999,2.1415384615384614,Low
117,415,3446495,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,False,523.3,311,49.32,1.6826366559485528,Low
49,415,3316229,no,yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,False,663.8,298,67.88,2.2275167785234897,Low
139,415,3377501,no,no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,False,643.4000000000001,304,65.35,2.1164473684210527,Low
92,408,3399631,no,yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,False,595.0999999999999,286,55.71,2.0807692307692305,Low
83,415,3694384,no,no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,585.5,311,65.5,1.882636655948553,Low
148,510,4163915,yes,no,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,False,641.3,276,67.04,2.323550724637681,Low
144,408,3393049,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,533.9000000000001,271,54.160000000000004,1.9701107011070114,Low
131,415,3617998,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,False,683.7,255,66.33999999999999,2.6811764705882353,Low
146,510,3554842,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,False,656.7,345,66.23,1.9034782608695653,Low
143,415,3876440,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,547.5,328,56.059999999999995,1.6692073170731707,Low
81,415,3692625,no,no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,613.0,278,63.17,2.2050359712230216,Low
48,415,3897073,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,False,527.9,280,59.349999999999994,1.8853571428571427,Low
86,415,3708463,no,yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,False,759.3,281,75.42000000000002,2.702135231316726,Low
71,415,3627318,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,False,667.5,278,63.540000000000006,2.4010791366906474,Low
145,408,4121194,no,yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,590.9,303,55.56,1.9501650165016502,Low
137,510,3559508,no,no,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,False,537.7,313,57.10000000000001,1.717891373801917,Low
137,408,3528202,no,no,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,False,719.6,262,69.76,2.7465648854961833,Low
167,510,3355882,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,False,609.3,254,61.83,2.398818897637795,Low
89,510,3526976,no,no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,True,882.1999999999999,301,89.31,2.930897009966777,Low
199,415,3936733,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,False,757.3,316,73.48,2.396518987341772,Low
132,510,3351838,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,False,363.4,317,36.14,1.146372239747634,Low
94,510,3556930,no,no,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,False,523.7,336,54.79,1.5586309523809525,Low
96,415,3875860,no,yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,True,519.1999999999999,300,52.07,1.7306666666666664,High
96,510,3432605,no,yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,False,575.4000000000001,272,55.03,2.1154411764705885,Low
166,510,3506759,no,no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,False,610.4000000000001,381,62.33,1.6020997375328085,Low
74,415,3711514,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,False,485.9,240,44.760000000000005,2.024583333333333,Low
36,415,3469317,no,no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,False,594.1999999999999,275,56.49,2.1607272727272724,Low
113,415,3984313,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,False,647.9,346,66.33000000000001,1.872543352601156,Low
94,415,4124399,no,no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,False,675.7,305,62.58,2.215409836065574,Low
67,415,3301835,no,no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,False,489.4,276,50.57,1.7731884057971015,Low
127,415,4161676,no,no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,True,744.5,395,78.74000000000001,1.8848101265822785,Low
121,408,3297347,no,no,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,True,829.1,266,75.15,3.1169172932330826,Low
158,415,3606868,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,False,700.7,313,65.03,2.2386581469648563,Low
136,510,4056641,no,no,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,False,570.0,294,49.61000000000001,1.9387755102040816,Low
196,415,3932373,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,False,665.7,298,71.24000000000001,2.2338926174496647,Low
113,415,4191714,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,True,762.9000000000001,344,81.0,2.2177325581395353,Low
122,408,3363819,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,True,656.5,298,77.76,2.203020134228188,Low
112,510,3413464,no,no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,False,579.5,292,60.559999999999995,1.9845890410958904,Low
209,415,4135310,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,False,678.0,298,71.24,2.2751677852348995,Low
62,415,3667912,no,no,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,True,747.5999999999999,307,76.5,2.435179153094462,Low
110,415,3998845,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,False,625.4000000000001,302,67.7,2.070860927152318,Low
16,510,3682583,no,no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,False,606.1,229,62.199999999999996,2.6467248908296943,Low
73,408,3606309,no,no,0,94.1,136,16.0,280.3,122,23.83,205.0,77,9.23,9.8,4,2.65,0,False,589.2,339,51.709999999999994,1.738053097345133,Low
128,408,3595890,no,no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,False,603.9,319,55.290000000000006,1.893103448275862,Low
39,408,3322462,no,no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,False,502.9,327,45.23,1.537920489296636,Low
103,415,3819196,no,yes,28,121.0,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,False,559.5999999999999,285,52.849999999999994,1.9635087719298243,Low
119,415,3293222,no,yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,False,529.8000000000001,259,50.55,2.0455598455598456,Low
173,510,3635819,no,yes,21,232.4,96,39.51,211.9,118,18.01,273.0,102,12.29,5.0,5,1.35,3,False,722.3,321,71.16,2.250155763239875,Low
128,510,4139269,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,True,576.6,258,63.559999999999995,2.234883720930233,Low
86,510,3307483,no,no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,False,729.0999999999999,257,66.6,2.8369649805447468,Low
114,415,4037775,no,yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,False,548.3,276,50.33,1.9865942028985506,Low
104,408,3602479,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,False,640.5,297,58.690000000000005,2.1565656565656566,Low
148,415,3943791,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,False,595.8,321,50.0,1.85607476635514,Low
129,408,3842632,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,False,620.4,329,63.01,1.8857142857142857,Low
100,510,3598466,no,yes,30,58.8,104,10.0,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,False,437.70000000000005,332,37.43,1.3183734939759038,Low
121,408,3318909,no,yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,False,486.69999999999993,210,41.42,2.3176190476190475,Low
143,408,3595160,no,yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,False,640.5,320,70.27999999999999,2.0015625,Low
76,510,3309833,no,no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,False,616.3,315,64.02,1.9565079365079363,Low
158,510,3622314,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,False,539.9,294,62.81,1.836394557823129,Low
116,510,3388478,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,False,643.0999999999999,329,67.25,1.9547112462006075,Low
54,415,3875453,no,no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,True,728.1999999999999,270,78.92999999999999,2.697037037037037,Low
